Interview Id,Candidate Id,Interviewer Id,Profile,S.L.R.C,S.L.R.I,A.T.T,L.M.I,L.M.C,S.R,L.J.T.C,L.J.T.I,N.I.C,N.I.I,S.P.I,S.P.C,L.A.C,L.A.I,Q.A,P.E.I,P.E.C,COMPLIANCE Ratio,Interview duration,Interviewer Intro,Candidate into,Opp to ask,Status
862249487613,1831961252,247,Product Manager,0.94,0.06,105,108,52,24,187,451,52,61,70,53,11,18,7,Negative,Positive,13,24,No,Yes,Yes,Not Consider
325656055102,9816979124,201,Program Manager,0.93,0.07,60,108,76,52,72,509,49,46,52,16,14,12,2,Negative,Neutral,61,49,Yes,No,No,Consider
670458779009,9358319772,220,Sales,0.54,0.46,99,88,93,32,233,352,40,69,88,45,2,12,7,Positive,Negative,85,17,Yes,No,No,Not Consider
379568658514,6029019833,239,Program Manager,0.54,0.46,112,111,91,29,293,338,37,49,61,64,4,5,7,Neutral,Positive,4,40,No,Yes,Yes,Not Consider
23716719129,1146240063,221,Sales,0.66,0.34,112,115,92,66,265,588,20,35,85,50,9,12,2,Negative,Negative,90,37,No,No,Yes,Not Consider
556118094089,3027110491,255,Marketing,0.69,0.31,30,68,51,51,240,517,28,52,20,70,6,10,2,Positive,Positive,41,51,Yes,No,Yes,Not Consider
955460613248,1246371057,245,Program Manager,0.66,0.34,47,72,81,60,211,241,10,21,76,64,5,20,2,Neutral,Neutral,40,19,Yes,No,No,May Consider
724903563840,437769061.1,228,Data Scientist,0.78,0.22,30,98,72,40,154,535,20,23,67,89,4,6,5,Positive,Negative,76,25,Yes,Yes,No,Consider
238714505208,585254021.6,200,HR,0.77,0.23,39,45,91,42,114,27,22,7,58,78,12,9,2,Negative,Positive,50,41,Yes,No,Yes,Consider
856766199279,9806748200,220,Developer,0.89,0.11,54,95,95,21,253,201,19,48,37,75,9,9,6,Positive,Negative,61,25,Yes,Yes,Yes,May Consider
397467454042,1527990076,229,HR,0.61,0.39,61,45,75,23,273,155,39,18,52,6,9,12,4,Positive,Neutral,74,24,Yes,No,Yes,Not Consider
766365136971,4554178488,248,Program Manager,0.85,0.15,72,88,81,25,164,561,70,51,21,83,7,12,7,Neutral,Positive,72,30,No,Yes,No,May Consider
763848520004,5503312818,198,Account Manager,0.56,0.44,44,84,79,57,21,179,43,7,34,84,13,7,5,Positive,Positive,62,51,Yes,Yes,No,Consider
122681628412,3433261425,250,Account Manager,0.75,0.25,30,85,42,22,245,241,66,66,47,43,8,6,2,Positive,Neutral,2,18,Yes,No,No,Not Consider
532064258260,7276497767,212,Account Manager,0.59,0.41,74,63,62,37,264,466,55,16,65,11,4,8,3,Positive,Neutral,59,47,Yes,No,Yes,Not Consider
549618778721,7654954788,246,HR,0.96,0.04,89,114,120,21,55,101,35,6,42,5,10,7,7,Positive,Negative,32,57,No,No,Yes,Consider
385845536796,3777315910,208,Developer,0.59,0.41,100,105,72,52,84,61,70,42,73,82,2,2,3,Positive,Neutral,41,33,Yes,No,Yes,Consider
347928828455,9398043462,243,QA Manual,0.88,0.12,51,68,86,61,220,302,6,10,67,36,5,8,4,Neutral,Negative,10,16,No,No,Yes,May Consider
932999832680,4671137650,212,Account Manager,0.54,0.46,27,85,82,44,232,100,42,61,30,73,2,15,4,Positive,Neutral,11,57,No,Yes,Yes,May Consider
872038889954,2999623893,221,QA Automation,0.62,0.38,75,55,75,21,214,423,14,26,59,48,11,11,5,Neutral,Negative,12,18,No,Yes,No,May Consider
912526182219,915740028,196,HR,0.64,0.36,102,53,48,53,194,407,36,29,28,52,13,16,3,Negative,Negative,97,16,Yes,No,No,Not Consider
5215434885,232909536.7,264,Product Manager,0.68,0.32,39,100,48,29,25,548,68,13,80,26,2,15,2,Positive,Neutral,66,34,Yes,No,No,Consider
443693837959,5720085399,235,Developer,0.71,0.29,81,44,118,39,131,44,12,23,59,86,10,20,7,Neutral,Neutral,72,15,Yes,Yes,No,Consider
186293156765,4026237972,263,Marketing,0.6,0.4,85,54,115,70,31,352,40,64,28,16,5,8,4,Negative,Negative,94,58,No,No,No,Consider
662706543983,5991268132,231,Developer,0.92,0.08,77,106,62,24,147,88,48,16,32,47,9,8,7,Negative,Positive,4,43,No,Yes,No,May Consider
571400577902,5339287350,204,HR,0.73,0.27,82,40,57,33,262,432,27,44,80,24,11,15,7,Negative,Negative,51,16,No,No,Yes,Not Consider
94394671846,7430176744,256,Sales,0.73,0.27,59,117,98,27,21,67,59,16,41,5,3,6,3,Negative,Positive,83,28,No,Yes,No,Consider
763376950087,1051126417,223,Developer,0.72,0.28,86,71,71,44,2,361,21,20,39,89,7,7,5,Neutral,Neutral,88,41,Yes,Yes,Yes,Consider
390240106853,854637436.4,252,QA Manual,0.62,0.38,77,109,114,56,268,274,10,44,62,46,5,19,6,Positive,Neutral,70,32,Yes,Yes,Yes,May Consider
36650581667,5272412611,248,QA Automation,0.98,0.02,116,88,110,30,35,195,36,51,70,78,10,13,2,Positive,Neutral,78,56,Yes,Yes,No,Consider
439515566924,3561598383,236,QA Manual,0.87,0.13,64,54,68,69,95,482,60,64,37,58,6,5,3,Negative,Neutral,74,27,Yes,Yes,No,May Consider
631119323942,6894630026,237,Account Manager,0.73,0.27,89,120,97,59,45,309,14,25,63,87,2,4,3,Neutral,Negative,44,57,No,Yes,No,Consider
840106336787,7089245897,201,Developer,0.98,0.02,29,61,110,20,114,598,70,22,61,36,4,6,3,Positive,Negative,51,31,Yes,Yes,Yes,May Consider
818048836710,5137815346,239,Product Manager,0.74,0.26,52,55,40,26,58,276,64,65,50,50,2,1,2,Positive,Positive,80,55,No,Yes,No,Consider
765497169419,638988897.2,237,Marketing,0.68,0.32,84,73,103,55,46,359,44,32,26,28,10,18,5,Negative,Negative,96,46,No,Yes,Yes,Consider
465315334688,5841079542,267,Sales,0.71,0.29,24,48,88,25,47,391,11,7,62,24,1,20,4,Negative,Positive,60,60,Yes,No,No,Consider
53397764147,8730497368,220,Data Scientist,0.53,0.47,116,89,57,39,297,580,13,45,51,35,13,5,5,Positive,Neutral,8,48,No,No,No,Not Consider
487724621825,1024962911,259,QA Manual,0.65,0.35,120,114,78,49,197,33,10,23,70,24,1,3,3,Positive,Positive,62,30,Yes,Yes,Yes,May Consider
991614582919,7986101623,192,HR,0.9,0.1,87,106,110,54,104,314,45,67,63,83,6,1,7,Neutral,Neutral,81,27,Yes,No,Yes,Consider
178021848722,5390113740,265,QA Manual,0.8,0.2,69,104,67,63,282,433,61,68,59,16,14,6,4,Neutral,Neutral,50,48,No,Yes,No,Not Consider
613252784475,3900830760,208,Program Manager,0.72,0.28,96,86,53,69,167,65,7,31,51,23,5,15,3,Positive,Positive,26,28,Yes,Yes,No,May Consider
121073354184,6733004783,210,QA Automation,0.59,0.41,53,74,117,36,71,66,64,44,24,27,12,3,7,Neutral,Neutral,84,56,Yes,No,No,Consider
114467509892,6209383025,199,Data Scientist,0.85,0.15,100,45,114,54,23,183,15,69,52,50,12,6,5,Positive,Positive,65,44,Yes,Yes,No,Consider
421187133397,4367753255,206,QA Manual,0.83,0.17,37,69,42,54,153,378,54,44,76,78,9,19,3,Neutral,Neutral,60,31,No,Yes,No,May Consider
255226316338,5200823496,246,Program Manager,0.75,0.25,116,93,79,47,49,533,26,14,53,64,4,12,5,Positive,Negative,34,21,No,Yes,No,Consider
872398616887,5436139349,227,Developer,0.64,0.36,81,109,58,42,235,521,17,51,85,42,13,1,3,Negative,Neutral,52,52,No,No,Yes,Not Consider
731462155042,9776524065,231,QA Automation,0.86,0.14,61,90,119,38,33,580,5,18,69,49,8,16,6,Positive,Neutral,67,41,Yes,No,Yes,Consider
603667217832,4139484622,247,QA Manual,0.8,0.2,61,59,69,26,32,430,38,5,27,86,3,19,6,Negative,Positive,88,34,Yes,No,No,Consider
653286554412,6948715015,190,Account Manager,0.78,0.22,104,55,95,45,15,47,32,49,22,69,3,6,2,Neutral,Negative,86,24,No,No,Yes,Consider
593314053719,2391204071,255,Account Manager,0.66,0.34,91,103,89,36,187,112,21,25,48,55,10,1,4,Neutral,Positive,45,19,Yes,No,Yes,May Consider
519414383374,7119242706,251,Marketing,0.93,0.07,112,100,43,46,7,314,44,43,54,19,11,16,3,Negative,Negative,11,46,Yes,No,No,Consider
305814669109,1903925501,258,Program Manager,0.53,0.47,76,98,45,40,17,368,16,8,62,15,9,5,5,Neutral,Negative,33,24,Yes,No,No,Consider
736570247770,7175152960,237,QA Automation,0.5,0.5,40,107,64,57,228,356,11,49,40,86,7,20,6,Positive,Negative,80,42,Yes,No,Yes,May Consider
923501204083,307667452.7,259,QA Manual,0.97,0.03,118,61,120,44,262,583,21,69,71,73,7,14,3,Neutral,Negative,64,46,No,Yes,No,May Consider
541473151233,6035265228,208,Product Manager,0.51,0.49,65,75,88,40,7,512,8,21,40,55,10,7,7,Neutral,Positive,75,53,No,Yes,Yes,Consider
168208621427,6344478290,210,QA Automation,0.73,0.27,26,40,118,31,168,242,31,63,89,24,3,18,7,Neutral,Neutral,36,28,Yes,Yes,No,May Consider
592225465042,3656909287,212,Marketing,0.64,0.36,68,80,104,43,278,262,7,59,49,23,11,18,4,Neutral,Neutral,42,23,Yes,Yes,Yes,Not Consider
303926727497,8580277236,227,Program Manager,0.99,0.01,52,111,41,38,200,578,52,64,85,32,3,17,4,Neutral,Negative,73,41,Yes,No,No,Not Consider
908884386193,3072668095,212,Marketing,0.84,0.16,24,89,98,26,151,475,29,16,61,36,3,4,5,Negative,Positive,62,53,No,No,No,Consider
429727235132,6277707271,263,Account Manager,0.91,0.09,76,44,45,63,8,177,15,67,73,16,9,6,5,Neutral,Neutral,86,25,No,No,No,Consider
866115194591,6212778025,260,Account Manager,0.51,0.49,102,90,112,36,282,582,63,36,73,86,14,17,6,Positive,Positive,64,29,Yes,Yes,Yes,Not Consider
789381069539,1227201445,262,Sales,0.61,0.39,100,87,71,46,48,563,8,69,63,16,4,7,7,Negative,Neutral,99,44,Yes,No,No,Consider
633685152122,3050453154,251,HR,0.54,0.46,34,50,97,48,177,123,57,12,48,46,1,15,3,Positive,Neutral,28,23,Yes,Yes,Yes,May Consider
295046933206,2360994786,209,Data Scientist,0.93,0.07,68,48,111,37,52,208,48,53,27,84,8,13,3,Negative,Negative,42,19,No,Yes,Yes,Consider
585850706792,1986807135,194,Data Scientist,0.71,0.29,43,97,53,55,183,572,33,19,56,84,15,4,6,Neutral,Neutral,51,34,Yes,Yes,No,May Consider
370207484406,6081574420,241,Data Scientist,0.74,0.26,39,107,42,45,127,376,70,49,24,59,2,12,4,Negative,Neutral,25,34,Yes,No,Yes,May Consider
474238572716,8902428239,249,Account Manager,0.99,0.01,81,73,55,70,12,99,69,34,49,26,11,12,2,Positive,Neutral,43,30,Yes,No,No,Consider
222785542663,408371904.6,260,QA Manual,0.53,0.47,76,92,74,64,64,75,26,59,90,32,6,4,6,Positive,Positive,83,22,No,Yes,Yes,Consider
499569393599,6508481589,193,Program Manager,0.96,0.04,27,90,113,70,27,315,43,43,78,44,6,9,3,Negative,Positive,53,56,Yes,No,No,Consider
752348880525,9551937155,198,Marketing,0.75,0.25,59,47,100,27,296,133,70,39,87,78,1,17,7,Negative,Neutral,26,41,No,No,Yes,Not Consider
197590333665,2627168405,230,Sales,0.88,0.12,44,55,73,36,72,157,48,27,21,65,1,8,7,Negative,Neutral,9,58,No,No,Yes,Consider
42888961873,2412236035,247,QA Manual,0.75,0.25,83,80,113,70,287,189,59,51,65,69,9,14,4,Positive,Negative,43,58,Yes,Yes,Yes,Not Consider
349066188415,946419078.3,258,Program Manager,0.84,0.16,66,64,75,63,197,479,35,23,83,79,12,1,5,Neutral,Negative,20,47,Yes,Yes,No,May Consider
190347512767,7097142701,235,Sales,0.54,0.46,54,69,96,30,283,255,50,25,29,55,13,20,2,Positive,Neutral,2,22,No,No,Yes,Not Consider
960947521135,5285036642,257,QA Manual,0.94,0.06,29,40,85,29,96,515,17,35,34,40,12,7,5,Neutral,Positive,85,58,Yes,No,Yes,Consider
535494225058,7980002468,207,Data Scientist,0.83,0.17,115,104,62,36,198,273,10,15,63,43,9,8,2,Positive,Negative,65,33,No,Yes,Yes,May Consider
977333875492,5161597304,216,Product Manager,0.82,0.18,45,70,64,33,47,468,61,51,39,82,2,5,6,Negative,Positive,80,36,No,No,No,Consider
19690091182,9453872093,212,HR,0.71,0.29,64,91,61,64,296,207,59,13,83,90,2,10,3,Neutral,Neutral,83,49,No,No,Yes,Not Consider
449151512999,7703947859,232,Program Manager,0.53,0.47,46,106,57,69,105,184,56,24,49,36,3,16,4,Neutral,Neutral,79,34,No,No,No,May Consider
733384411632,4568565871,213,QA Automation,0.86,0.14,66,112,58,55,184,549,38,21,51,14,9,14,4,Negative,Positive,7,33,No,Yes,No,Not Consider
808262404106,6918086664,214,Program Manager,0.83,0.17,104,94,72,47,242,131,17,45,40,36,5,14,4,Neutral,Neutral,67,21,No,No,No,Not Consider
992899246352,8609987210,261,Sales,0.96,0.04,115,111,80,57,173,276,68,6,27,78,4,9,4,Negative,Positive,56,31,No,No,Yes,May Consider
995836130687,3838759248,191,Program Manager,0.51,0.49,51,119,67,46,295,97,27,31,85,89,9,6,3,Negative,Neutral,84,24,No,Yes,No,Not Consider
746283480817,9635767843,213,Data Scientist,0.7,0.3,74,83,108,47,91,124,63,41,67,53,1,16,4,Positive,Negative,99,15,No,No,Yes,Consider
30192635827,9923707053,255,Product Manager,0.67,0.33,114,118,53,41,131,121,22,39,74,48,10,20,6,Negative,Positive,67,35,Yes,Yes,Yes,May Consider
388029667370,5534522665,232,Data Scientist,0.87,0.13,32,119,96,52,261,18,15,32,26,31,6,9,4,Neutral,Positive,82,38,No,No,Yes,Not Consider
163033457610,5574877482,190,Program Manager,0.91,0.09,44,104,45,42,56,11,52,57,38,72,3,9,4,Neutral,Positive,46,29,No,Yes,No,Consider
347622561052,1626906871,231,Account Manager,0.9,0.1,109,95,104,48,18,286,64,16,49,19,8,7,7,Negative,Negative,39,38,No,Yes,Yes,Consider
765215758527,7249992482,266,Marketing,0.62,0.38,105,102,92,31,139,381,20,20,81,30,10,3,6,Neutral,Positive,48,37,No,Yes,Yes,May Consider
128735085488,3755197880,226,Product Manager,0.58,0.42,26,72,42,57,184,32,9,57,52,87,15,9,3,Positive,Neutral,18,50,No,Yes,No,May Consider
157309252271,1174871614,190,Account Manager,0.95,0.05,86,103,107,61,161,550,65,46,69,24,10,8,3,Neutral,Negative,94,29,No,Yes,Yes,May Consider
913041179409,9575642519,243,Marketing,0.81,0.19,86,40,53,68,203,483,19,27,66,70,10,16,5,Positive,Neutral,60,33,Yes,Yes,No,May Consider
612554065400,2120289017,250,Product Manager,0.86,0.14,105,107,115,31,190,140,53,34,87,35,1,16,4,Negative,Positive,86,30,Yes,No,Yes,May Consider
831830331327,9016911971,210,Marketing,0.72,0.28,50,85,90,51,139,512,52,8,85,26,8,8,5,Negative,Negative,28,45,Yes,No,No,May Consider
20080770296,9537589694,229,HR,0.52,0.48,111,49,90,21,286,88,65,27,37,6,10,11,2,Positive,Negative,31,27,Yes,No,Yes,Not Consider
554770314069,3022485118,190,Product Manager,0.94,0.06,32,89,81,40,104,315,17,25,40,42,5,18,4,Positive,Negative,42,22,Yes,No,No,Consider
217054976063,5056774000,217,Product Manager,0.97,0.03,101,117,53,48,17,165,55,44,70,44,5,9,2,Neutral,Positive,44,31,No,Yes,Yes,Consider
781280216207,5459752321,210,QA Automation,0.76,0.24,50,75,109,58,164,530,16,24,48,82,2,1,6,Negative,Neutral,61,37,Yes,Yes,No,Consider
745589705219,8972473481,208,Product Manager,0.9,0.1,24,94,116,63,26,558,36,40,27,29,14,9,7,Neutral,Negative,42,59,Yes,No,Yes,Consider
457176951469,4940380654,238,HR,0.97,0.03,107,91,101,69,241,204,15,24,81,61,11,18,7,Negative,Positive,24,38,Yes,Yes,No,May Consider
932774955303,4941628843,191,QA Manual,0.72,0.28,115,79,68,47,47,95,37,25,72,20,7,2,4,Positive,Negative,55,32,No,No,Yes,Consider
316805081217,3022641343,194,HR,0.65,0.35,104,59,47,63,49,119,27,53,52,39,1,17,5,Positive,Neutral,72,31,Yes,No,Yes,Consider
352073695890,2287475477,241,HR,0.93,0.07,88,76,83,64,58,372,64,43,76,41,1,8,2,Positive,Positive,68,38,Yes,No,No,Consider
486132252479,405736309.7,245,HR,0.76,0.24,69,85,111,49,284,270,29,61,73,61,13,4,6,Neutral,Positive,45,55,No,No,No,May Consider
226825449472,1674559423,267,Program Manager,0.63,0.37,116,76,72,60,259,467,9,11,30,90,14,7,4,Neutral,Positive,71,60,Yes,No,No,May Consider
20800418482,9108807403,214,QA Automation,0.89,0.11,33,73,43,46,228,167,23,17,33,63,13,12,7,Neutral,Positive,42,32,No,Yes,Yes,Not Consider
459999610819,9647178201,226,Product Manager,0.95,0.05,76,61,91,56,260,52,31,60,47,57,2,17,7,Neutral,Neutral,93,31,No,Yes,No,Not Consider
118498849849,2864556624,197,Data Scientist,0.87,0.13,23,71,64,36,268,134,19,69,20,70,10,15,7,Negative,Neutral,20,25,No,Yes,No,Not Consider
200098276430,9798305129,251,Data Scientist,0.53,0.47,48,64,46,33,281,494,48,17,86,73,15,15,4,Positive,Positive,49,25,No,Yes,Yes,Not Consider
389025802310,9941856776,230,Sales,0.7,0.3,57,53,63,24,18,356,7,42,28,54,11,13,7,Negative,Negative,63,58,No,No,No,Consider
115792856731,6878426620,213,QA Manual,0.87,0.13,117,100,44,62,66,232,23,67,42,56,9,6,5,Positive,Positive,33,24,Yes,Yes,No,Consider
617914664054,8017186061,212,QA Automation,0.81,0.19,82,82,87,67,139,157,68,53,88,63,7,20,3,Positive,Neutral,34,54,Yes,Yes,Yes,May Consider
489183236205,5715732186,220,Data Scientist,0.99,0.01,85,40,116,66,55,218,17,39,81,5,10,16,6,Negative,Negative,41,40,No,No,Yes,Consider
378526518255,3496294281,243,QA Automation,0.76,0.24,98,48,77,30,143,238,62,26,56,45,15,2,2,Negative,Negative,77,31,Yes,No,No,May Consider
440316438877,9683983048,191,HR,0.88,0.12,119,83,105,44,212,60,19,34,70,30,11,12,4,Negative,Negative,99,44,No,No,No,May Consider
169184736372,2581488077,258,Data Scientist,0.63,0.37,48,73,85,47,138,481,18,57,75,41,12,13,7,Negative,Negative,52,52,Yes,No,Yes,Consider
857735936909,5936562872,237,Product Manager,0.7,0.3,120,90,117,54,86,307,16,26,74,62,9,2,3,Neutral,Positive,79,26,Yes,No,No,Consider
340508642922,6403922882,202,HR,0.75,0.25,29,50,62,49,85,407,43,52,22,68,9,12,4,Positive,Positive,77,19,Yes,No,Yes,Consider
178424523642,3570416083,248,Developer,0.65,0.35,96,81,120,61,93,372,61,17,87,25,9,6,4,Negative,Neutral,18,44,No,No,No,Consider
375974138391,1493114905,252,QA Manual,0.86,0.14,72,91,105,37,64,306,38,53,84,50,7,17,4,Negative,Neutral,48,57,Yes,Yes,No,Consider
985749401120,168740872.9,256,Account Manager,0.51,0.49,82,98,82,32,30,315,28,41,75,79,15,2,2,Negative,Positive,21,56,No,No,No,Consider
366396351951,1817625649,268,Data Scientist,0.81,0.19,98,58,109,30,67,91,62,64,24,28,15,6,2,Neutral,Negative,71,17,Yes,Yes,No,Consider
379235167311,5204640926,236,Product Manager,0.5,0.5,81,92,89,41,297,57,26,52,25,25,14,11,5,Neutral,Positive,14,53,No,Yes,No,Not Consider
125128690197,2462847977,209,Marketing,0.94,0.06,28,113,41,61,276,414,67,12,46,77,11,12,7,Positive,Neutral,14,21,No,Yes,No,Not Consider
321627784298,1008888243,215,Data Scientist,0.64,0.36,50,81,119,63,181,276,40,21,28,80,10,11,7,Positive,Neutral,54,23,No,No,Yes,May Consider
2057994220,3856618264,206,Account Manager,0.63,0.37,50,109,55,24,118,247,45,36,53,42,14,3,7,Negative,Positive,14,36,No,No,Yes,May Consider
246337272936,3384234047,262,Product Manager,0.76,0.24,62,99,109,29,239,38,29,49,65,72,8,5,7,Positive,Neutral,60,57,Yes,No,No,May Consider
325832503464,1234824046,251,Marketing,0.52,0.48,29,117,89,67,44,462,7,9,30,85,8,8,3,Neutral,Positive,25,43,No,No,No,Consider
374656555401,1488265567,193,Marketing,0.66,0.34,110,48,69,59,29,196,61,13,45,51,13,5,6,Negative,Neutral,33,37,No,No,Yes,Consider
618195637419,6962331226,218,Program Manager,0.53,0.47,104,53,63,62,43,77,60,48,73,25,3,5,6,Neutral,Neutral,81,53,No,Yes,No,Consider
662967377367,6839837949,197,Marketing,0.59,0.41,30,116,64,32,223,301,43,17,46,69,6,6,4,Negative,Positive,73,44,Yes,Yes,Yes,May Consider
442944555398,4375783947,238,Data Scientist,0.83,0.17,56,61,116,22,267,479,21,47,31,37,5,1,4,Negative,Neutral,50,21,No,No,Yes,Not Consider
494408197595,2795093785,258,Account Manager,0.87,0.13,58,62,116,49,261,483,54,12,47,41,3,5,3,Positive,Positive,52,35,No,No,Yes,Not Consider
464149694848,5261663997,252,Marketing,0.79,0.21,104,45,70,32,252,168,5,63,72,40,10,4,7,Negative,Positive,27,21,No,No,Yes,Not Consider
19261584041,1683689477,246,Sales,0.94,0.06,32,70,110,35,115,384,62,35,39,87,11,2,2,Positive,Negative,7,60,No,Yes,Yes,Consider
61239000451,8974310498,249,Account Manager,0.64,0.36,109,57,80,64,38,160,59,52,80,18,7,7,3,Negative,Negative,15,56,Yes,No,Yes,Consider
8818282960,7121053170,197,Data Scientist,0.84,0.16,104,110,104,51,85,440,58,34,68,36,6,4,4,Negative,Positive,2,51,No,No,No,Consider
577879208575,7864431525,207,Sales,0.5,0.5,57,73,73,30,278,517,54,47,34,22,8,15,6,Neutral,Neutral,96,31,No,Yes,No,Not Consider
747009124034,3476494648,220,HR,0.94,0.06,66,104,57,67,246,575,63,51,73,31,10,7,5,Negative,Neutral,28,27,No,No,No,Not Consider
940907124813,240354318.7,257,Data Scientist,0.65,0.35,70,90,117,37,206,172,43,15,28,20,15,10,7,Negative,Negative,18,57,No,No,No,May Consider
574111453913,4769230922,234,Sales,0.79,0.21,80,69,120,37,78,576,32,67,49,71,13,9,5,Neutral,Positive,51,47,No,No,No,Consider
276635306941,914396332.9,256,Data Scientist,0.91,0.09,79,74,67,62,238,344,22,39,58,60,15,5,6,Neutral,Neutral,87,26,Yes,Yes,Yes,Not Consider
401903503947,7605587402,228,Developer,0.92,0.08,68,110,117,51,86,382,43,36,22,42,10,20,3,Negative,Negative,94,59,No,Yes,Yes,Consider
154561060034,8669166554,233,HR,0.63,0.37,55,103,120,35,176,327,67,45,31,59,8,14,2,Negative,Positive,78,54,No,Yes,No,May Consider
727453147691,412732776.5,222,HR,0.93,0.07,55,114,97,29,9,377,69,68,54,70,14,9,6,Neutral,Neutral,65,31,No,No,No,Consider
910853478716,6168364634,250,Product Manager,0.66,0.34,117,63,106,32,58,104,33,7,60,81,2,20,5,Negative,Neutral,64,60,Yes,Yes,No,Consider
224108203079,6950502049,239,Marketing,0.92,0.08,120,67,76,42,125,106,51,52,42,36,4,2,4,Negative,Positive,40,24,No,No,No,May Consider
932112876611,8170094059,214,Sales,0.55,0.45,84,69,57,33,217,576,8,22,58,71,9,15,5,Positive,Neutral,79,21,Yes,No,No,May Consider
927146998828,707638923.3,240,Program Manager,0.9,0.1,65,61,86,25,126,433,53,42,76,11,3,4,7,Neutral,Neutral,92,16,No,No,Yes,May Consider
928048315447,8895398674,257,Developer,0.61,0.39,99,86,73,62,283,18,60,31,68,73,5,16,6,Neutral,Negative,18,26,Yes,No,No,Not Consider
855023597800,7657801953,240,QA Automation,0.74,0.26,38,51,53,20,295,29,59,41,27,31,5,17,4,Neutral,Negative,32,19,No,Yes,Yes,Not Consider
782285032226,5359515127,190,QA Manual,0.7,0.3,99,93,111,56,277,149,48,46,48,81,13,4,7,Positive,Neutral,57,30,Yes,No,No,Not Consider
815394248502,4340927297,229,HR,0.53,0.47,44,95,73,23,79,225,28,37,20,89,15,7,2,Neutral,Negative,66,35,Yes,No,No,Consider
64001671717,4968275551,263,QA Automation,0.54,0.46,82,114,54,29,190,308,50,18,64,82,3,11,3,Neutral,Negative,97,19,Yes,Yes,Yes,May Consider
291462631930,2255204201,246,QA Automation,0.62,0.38,35,67,59,68,104,588,38,19,75,38,12,17,2,Positive,Negative,34,56,No,Yes,Yes,May Consider
308140976712,8078522720,264,QA Manual,0.74,0.26,69,65,110,27,255,478,70,51,39,32,9,10,6,Negative,Negative,11,57,No,Yes,Yes,Not Consider
45076110723,6033445514,196,QA Automation,0.92,0.08,21,101,98,61,18,363,66,17,54,37,14,20,7,Negative,Positive,83,55,No,No,No,Consider
655293642843,8161903575,193,QA Manual,0.64,0.36,95,105,92,37,295,235,5,50,59,90,8,18,5,Neutral,Neutral,76,35,No,No,Yes,May Consider
218012602394,4305746767,264,Data Scientist,0.96,0.04,99,41,111,57,202,562,29,55,68,19,8,16,7,Negative,Neutral,55,32,Yes,Yes,Yes,May Consider
888907927448,8119794188,190,HR,0.78,0.22,102,47,73,25,99,257,50,69,58,80,7,8,4,Neutral,Neutral,90,49,No,Yes,Yes,Consider
774715665322,8019969346,248,HR,0.83,0.17,49,98,105,44,211,63,40,21,46,75,14,8,2,Negative,Neutral,22,55,Yes,Yes,Yes,May Consider
650232931959,3878483468,193,Marketing,0.75,0.25,69,95,54,53,40,261,64,61,77,59,13,19,5,Neutral,Neutral,20,39,Yes,No,No,Consider
574181196798,335941160.2,194,QA Automation,0.94,0.06,80,74,65,65,241,584,7,30,70,71,1,7,3,Neutral,Neutral,63,34,No,No,Yes,May Consider
61496068593,9134407668,233,QA Manual,0.71,0.29,100,80,65,50,252,393,66,27,56,42,15,13,4,Neutral,Neutral,29,26,No,Yes,Yes,Not Consider
854721050873,6092827602,260,Data Scientist,0.63,0.37,20,54,71,21,6,97,36,59,69,70,12,18,4,Negative,Positive,66,59,No,No,No,Consider
884501681334,4786778231,256,Data Scientist,0.8,0.2,37,69,63,41,277,407,29,5,79,44,12,12,7,Negative,Negative,96,24,Yes,Yes,No,Not Consider
584994741130,2867567225,248,Product Manager,0.76,0.24,109,56,110,63,249,495,18,48,61,81,5,7,3,Negative,Negative,70,51,No,No,No,May Consider
2501647569,5738201767,255,Sales,0.88,0.12,116,53,100,44,246,562,50,15,20,38,11,13,2,Positive,Neutral,78,27,No,Yes,No,Not Consider
803207128103,2422538421,233,Sales,0.99,0.01,82,43,42,30,231,61,54,50,74,78,1,15,2,Positive,Neutral,38,34,Yes,Yes,Yes,Not Consider
583336740451,7192938555,232,Account Manager,0.72,0.28,81,74,67,54,240,409,15,16,71,41,11,7,4,Neutral,Neutral,75,26,Yes,Yes,Yes,Not Consider
512037428785,3040961532,224,Marketing,0.78,0.22,82,95,91,45,160,327,22,15,33,8,4,17,6,Positive,Positive,79,46,No,Yes,No,May Consider
985114182055,3948594669,231,Developer,0.71,0.29,112,42,73,33,150,212,5,7,74,88,6,16,3,Positive,Neutral,35,37,No,Yes,No,Consider
901137958629,4058349619,232,Sales,0.97,0.03,81,46,79,28,0,213,65,28,40,31,15,17,3,Positive,Positive,7,40,Yes,Yes,No,Consider
853828271886,4352903853,241,Data Scientist,0.77,0.23,50,46,101,60,132,138,27,32,38,18,15,19,4,Negative,Neutral,87,57,Yes,No,No,Consider
66490228965,2538355301,211,QA Automation,0.79,0.21,56,110,46,46,97,331,50,23,36,35,14,9,3,Positive,Negative,11,24,No,Yes,Yes,May Consider
65230682683,6256614969,223,Program Manager,0.78,0.22,85,88,55,50,184,490,42,5,70,45,7,9,5,Neutral,Negative,50,26,No,No,No,Not Consider
124227961419,4263526572,232,Data Scientist,0.68,0.32,32,115,117,25,3,569,19,22,69,73,7,7,6,Positive,Positive,80,16,Yes,Yes,Yes,Consider
